txId1,txId2
tx_100597,tx_100192
tx_100598,tx_100171
tx_100598,tx_100330
tx_100598,tx_100048
tx_100599,tx_100741
tx_100600,tx_100458
tx_100600,tx_100655
tx_100601,tx_100821
tx_100602,tx_100947
tx_100602,tx_100064
tx_100602,tx_100437
tx_100603,tx_100114
tx_100604,tx_100177
tx_100605,tx_100635
tx_100605,tx_100211
tx_100606,tx_100463
tx_100606,tx_100059
tx_100607,tx_100260
tx_100608,tx_100645
tx_100608,tx_100484
tx_100608,tx_100087
tx_100609,tx_100714
tx_100610,tx_100099
tx_100611,tx_100596
tx_100611,tx_100650
tx_100612,tx_100405
tx_100612,tx_100102
tx_100612,tx_100301
tx_100613,tx_100630
tx_100613,tx_100122
tx_100613,tx_100774
tx_100614,tx_100535
tx_100614,tx_100443
tx_100615,tx_100959
tx_100615,tx_100684
tx_100616,tx_100016
tx_100617,tx_100839
tx_100618,tx_100272
tx_100618,tx_100328
tx_100619,tx_100631
tx_100619,tx_100317
tx_100620,tx_100839
tx_100620,tx_100924
tx_100620,tx_100177
tx_100621,tx_100432
tx_100621,tx_100464
tx_100621,tx_100666
tx_100622,tx_100088
tx_100622,tx_100055
tx_100622,tx_100494
tx_100623,tx_100921
tx_100624,tx_100002
tx_100624,tx_100811
tx_100625,tx_100837
tx_100625,tx_100904
tx_100626,tx_100399
tx_100627,tx_100139
tx_100627,tx_100907
tx_100628,tx_100834
tx_100629,tx_100006
tx_100630,tx_100408
tx_100630,tx_100322
tx_100630,tx_100361
tx_100631,tx_100609
tx_100632,tx_100117
tx_100633,tx_100180
tx_100633,tx_100518
tx_100633,tx_100754
tx_100634,tx_100766
tx_100634,tx_100098
tx_100634,tx_100903
tx_100635,tx_100927
tx_100636,tx_100937
tx_100636,tx_100243
tx_100636,tx_100204
tx_100637,tx_100259
tx_100637,tx_100544
tx_100638,tx_100692
tx_100639,tx_100415
tx_100639,tx_100411
tx_100640,tx_100391
tx_100640,tx_100926
tx_100641,tx_100456
tx_100642,tx_100616
tx_100642,tx_100900
tx_100642,tx_100887
tx_100643,tx_100017
tx_100643,tx_100121
tx_100643,tx_100200
tx_100644,tx_100084
tx_100645,tx_100689
tx_100645,tx_100486
tx_100646,tx_100919
tx_100646,tx_100235
tx_100646,tx_100027
tx_100647,tx_100713
tx_100648,tx_100883
tx_100648,tx_100455
tx_100649,tx_100330
tx_100649,tx_100640
tx_100649,tx_100171
tx_100650,tx_100611
tx_100650,tx_100398
tx_100650,tx_100571
tx_100651,tx_100431
tx_100651,tx_100490
tx_100651,tx_100593
tx_100652,tx_100394
tx_100652,tx_100695
tx_100652,tx_100352
tx_100653,tx_100029
tx_100653,tx_100794
tx_100654,tx_100163
tx_100655,tx_100658
tx_100655,tx_100865
tx_100656,tx_100235
tx_100657,tx_100845
tx_100658,tx_100413
tx_100659,tx_100491
tx_100659,tx_100414
tx_100659,tx_100816
tx_100660,tx_100816
tx_100660,tx_100620
tx_100660,tx_100453
tx_100661,tx_100329
tx_100661,tx_100574
tx_100662,tx_100657
tx_100663,tx_100747
tx_100663,tx_100071
tx_100663,tx_100063
tx_100664,tx_100679
tx_100665,tx_100348
tx_100665,tx_100635
tx_100666,tx_100167
tx_100666,tx_100500
tx_100667,tx_100573
tx_100668,tx_100268
tx_100668,tx_100209
tx_100668,tx_100101
tx_100669,tx_100656
tx_100669,tx_100877
tx_100670,tx_100059
tx_100670,tx_100662
tx_100670,tx_100699
tx_100671,tx_100970
tx_100671,tx_100457
tx_100672,tx_100960
tx_100673,tx_100752
tx_100673,tx_100443
tx_100673,tx_100623
tx_100674,tx_100035
tx_100674,tx_100629
tx_100674,tx_100390
tx_100675,tx_100604
tx_100675,tx_100637
tx_100675,tx_100259
tx_100676,tx_100207
tx_100677,tx_100886
tx_100677,tx_100185
tx_100677,tx_100450
tx_100678,tx_100762
tx_100679,tx_100537
tx_100679,tx_100264
tx_100680,tx_100115
tx_100680,tx_100688
tx_100680,tx_100213
tx_100681,tx_100622
tx_100681,tx_100112
tx_100681,tx_100665
tx_100682,tx_100463
tx_100683,tx_100050
tx_100684,tx_100433
tx_100684,tx_100857
tx_100684,tx_100009
tx_100685,tx_100884
tx_100686,tx_100726
tx_100686,tx_100061
tx_100687,tx_100330
tx_100688,tx_100235
tx_100688,tx_100702
tx_100689,tx_100412
tx_100689,tx_100696
tx_100689,tx_100663
tx_100690,tx_100732
tx_100690,tx_100158
tx_100690,tx_100105
tx_100691,tx_100490
tx_100691,tx_100595
tx_100692,tx_100725
tx_100693,tx_100196
tx_100693,tx_100169
tx_100693,tx_100714
tx_100694,tx_100860
tx_100694,tx_100803
tx_100694,tx_100550
tx_100695,tx_100880
tx_100696,tx_100253
tx_100697,tx_100003
tx_100698,tx_100214
tx_100698,tx_100190
tx_100699,tx_100562
tx_100699,tx_100821
tx_100700,tx_100895
tx_100700,tx_100083
tx_100701,tx_100449
tx_100701,tx_100313
tx_100701,tx_100594
tx_100702,tx_100016
tx_100702,tx_100987
tx_100703,tx_100531
tx_100704,tx_100969
tx_100705,tx_100511
tx_100705,tx_100193
tx_100706,tx_100218
tx_100706,tx_100134
tx_100707,tx_100453
tx_100707,tx_100102
tx_100707,tx_100741
tx_100708,tx_100193
tx_100708,tx_100483
tx_100709,tx_100885
tx_100710,tx_100304
tx_100711,tx_100859
tx_100711,tx_100376
tx_100712,tx_100581
tx_100712,tx_100645
tx_100712,tx_100995
tx_100713,tx_100124
tx_100714,tx_100645
tx_100715,tx_100278
tx_100715,tx_100950
tx_100715,tx_100805
tx_100716,tx_100105
tx_100717,tx_100267
tx_100717,tx_100052
tx_100718,tx_100689
tx_100718,tx_100866
tx_100719,tx_100113
tx_100719,tx_100580
tx_100719,tx_100014
tx_100720,tx_100613
tx_100720,tx_100755
tx_100720,tx_100781
tx_100721,tx_100950
tx_100721,tx_100441
tx_100722,tx_100906
tx_100722,tx_100859
tx_100722,tx_100703
tx_100723,tx_100051
tx_100724,tx_100293
tx_100725,tx_100113
tx_100725,tx_100278
tx_100726,tx_100166
tx_100726,tx_100435
tx_100726,tx_100430
tx_100727,tx_100786
tx_100728,tx_100795
tx_100728,tx_100241
tx_100729,tx_100862
tx_100729,tx_100757
tx_100729,tx_100235
tx_100730,tx_100344
tx_100730,tx_100743
tx_100730,tx_100397
tx_100731,tx_100180
tx_100732,tx_100257
tx_100732,tx_100570
tx_100733,tx_100981
tx_100733,tx_100576
tx_100733,tx_100676
tx_100734,tx_100661
tx_100735,tx_100821
tx_100735,tx_100060
tx_100736,tx_100462
tx_100736,tx_100891
tx_100736,tx_100771
tx_100737,tx_100933
tx_100737,tx_100830
tx_100738,tx_100661
tx_100738,tx_100077
tx_100738,tx_100610
tx_100739,tx_100410
tx_100739,tx_100150
tx_100739,tx_100476
tx_100740,tx_100186
tx_100741,tx_100548
tx_100741,tx_100660
tx_100742,tx_100967
tx_100743,tx_100673
tx_100744,tx_100565
tx_100744,tx_100597
tx_100745,tx_100198
tx_100745,tx_100018
tx_100745,tx_100837
tx_100746,tx_100711
tx_100746,tx_100776
tx_100747,tx_100486
tx_100747,tx_100125
tx_100748,tx_100345
tx_100749,tx_100974
tx_100749,tx_100606
tx_100750,tx_100856
tx_100750,tx_100862
tx_100750,tx_100855
tx_100751,tx_100893
tx_100751,tx_100098
tx_100752,tx_100570
tx_100752,tx_100658
tx_100752,tx_100895
tx_100753,tx_100714
tx_100753,tx_100807
tx_100754,tx_100460
tx_100755,tx_100493
tx_100756,tx_100990
tx_100757,tx_100341
tx_100758,tx_100356
tx_100758,tx_100149
tx_100759,tx_100543
tx_100760,tx_100731
tx_100760,tx_100367
tx_100761,tx_100368
tx_100761,tx_100534
tx_100761,tx_100627
tx_100762,tx_100815
tx_100762,tx_100995
tx_100763,tx_100162
tx_100763,tx_100500
tx_100764,tx_100271
tx_100764,tx_100419
tx_100764,tx_100209
tx_100765,tx_100708
tx_100765,tx_100533
tx_100765,tx_100511
tx_100766,tx_100359
tx_100767,tx_100133
tx_100767,tx_100198
tx_100768,tx_100267
tx_100769,tx_100733
tx_100769,tx_100193
tx_100769,tx_100654
tx_100770,tx_100464
tx_100770,tx_100932
tx_100770,tx_100850
tx_100771,tx_100872
tx_100771,tx_100891
tx_100771,tx_100554
tx_100772,tx_100813
tx_100773,tx_100714
tx_100773,tx_100561
tx_100774,tx_100508
tx_100775,tx_100222
tx_100775,tx_100947
tx_100776,tx_100000
tx_100776,tx_100155
tx_100777,tx_100195
tx_100777,tx_100829
tx_100777,tx_100024
tx_100778,tx_100514
tx_100779,tx_100810
tx_100779,tx_100713
tx_100780,tx_100636
tx_100781,tx_100483
tx_100781,tx_100973
tx_100782,tx_100145
tx_100782,tx_100162
tx_100782,tx_100323
tx_100783,tx_100744
tx_100783,tx_100645
tx_100784,tx_100065
tx_100784,tx_100657
tx_100785,tx_100163
tx_100786,tx_100024
tx_100786,tx_100224
tx_100787,tx_100187
tx_100787,tx_100737
tx_100788,tx_100584
tx_100788,tx_100935
tx_100788,tx_100972
tx_100789,tx_100238
tx_100790,tx_100141
tx_100790,tx_100032
tx_100790,tx_100187
tx_100791,tx_100637
tx_100791,tx_100300
tx_100791,tx_100291
tx_100792,tx_100328
tx_100792,tx_100389
tx_100793,tx_100219
tx_100793,tx_100754
tx_100794,tx_100686
tx_100795,tx_100475
tx_100795,tx_100510
tx_100796,tx_100495
tx_100797,tx_100575
tx_100797,tx_100661
tx_100797,tx_100133
tx_100798,tx_100019
tx_100799,tx_100272
tx_100799,tx_100205
tx_100799,tx_100926
tx_100800,tx_100873
tx_100801,tx_100905
tx_100801,tx_100641
tx_100802,tx_100668
tx_100802,tx_100722
tx_100802,tx_100499
tx_100803,tx_100081
tx_100803,tx_100702
tx_100803,tx_100218
tx_100804,tx_100680
tx_100805,tx_100519
tx_100806,tx_100972
tx_100806,tx_100375
tx_100806,tx_100281
tx_100807,tx_100942
tx_100807,tx_100754
tx_100807,tx_100268
tx_100808,tx_100220
tx_100809,tx_100681
tx_100810,tx_100775
tx_100810,tx_100664
tx_100811,tx_100370
tx_100811,tx_100977
tx_100812,tx_100193
tx_100813,tx_100034
tx_100813,tx_100564
tx_100813,tx_100022
tx_100814,tx_100640
tx_100814,tx_100687
tx_100814,tx_100128
tx_100815,tx_100471
tx_100815,tx_100388
tx_100816,tx_100233
tx_100817,tx_100907
tx_100817,tx_100042
tx_100817,tx_100456
tx_100818,tx_100418
tx_100819,tx_100811
tx_100819,tx_100571
tx_100820,tx_100288
tx_100821,tx_100901
tx_100822,tx_100574
tx_100822,tx_100658
tx_100823,tx_100167
tx_100824,tx_100443
tx_100824,tx_100690
tx_100824,tx_100297
tx_100825,tx_100758
tx_100825,tx_100699
tx_100825,tx_100456
tx_100826,tx_100374
tx_100827,tx_100488
tx_100827,tx_100505
tx_100827,tx_100813
tx_100828,tx_100504
tx_100828,tx_100795
tx_100829,tx_100107
tx_100829,tx_100296
tx_100829,tx_100188
tx_100830,tx_100771
tx_100831,tx_100077
tx_100831,tx_100070
tx_100831,tx_100771
tx_100832,tx_100435
tx_100832,tx_100389
tx_100832,tx_100564
tx_100833,tx_100698
tx_100833,tx_100568
tx_100833,tx_100756
tx_100834,tx_100589
tx_100835,tx_100826
tx_100835,tx_100519
tx_100835,tx_100307
tx_100836,tx_100355
tx_100836,tx_100285
tx_100836,tx_100458
tx_100837,tx_100831
tx_100837,tx_100525
tx_100837,tx_100648
tx_100838,tx_100748
tx_100838,tx_100525
tx_100838,tx_100468
tx_100839,tx_100159
tx_100839,tx_100660
tx_100840,tx_100800
tx_100840,tx_100465
tx_100840,tx_100298
tx_100841,tx_100483
tx_100842,tx_100389
tx_100842,tx_100722
tx_100842,tx_100376
tx_100843,tx_100613
tx_100843,tx_100733
tx_100843,tx_100047
tx_100844,tx_100041
tx_100844,tx_100458
tx_100844,tx_100531
tx_100845,tx_100256
tx_100845,tx_100011
tx_100845,tx_100453
tx_100846,tx_100377
tx_100846,tx_100004
tx_100846,tx_100716
tx_100847,tx_100945
tx_100848,tx_100745
tx_100848,tx_100727
tx_100849,tx_100569
tx_100850,tx_100595
tx_100850,tx_100560
tx_100851,tx_100868
tx_100852,tx_100889
tx_100852,tx_100315
tx_100852,tx_100875
tx_100853,tx_100809
tx_100853,tx_100933
tx_100853,tx_100238
tx_100854,tx_100232
tx_100855,tx_100562
tx_100855,tx_100801
tx_100856,tx_100702
tx_100857,tx_100583
tx_100857,tx_100844
tx_100858,tx_100791
tx_100858,tx_100552
tx_100859,tx_100711
tx_100859,tx_100388
tx_100859,tx_100196
tx_100860,tx_100476
tx_100860,tx_100218
tx_100860,tx_100031
tx_100861,tx_100177
tx_100862,tx_100630
tx_100862,tx_100999
tx_100863,tx_100515
tx_100863,tx_100852
tx_100864,tx_100610
tx_100864,tx_100004
tx_100865,tx_100394
tx_100865,tx_100022
tx_100866,tx_100036
tx_100866,tx_100328
tx_100866,tx_100376
tx_100867,tx_100311
tx_100868,tx_100282
tx_100869,tx_100650
tx_100870,tx_100585
tx_100870,tx_100110
tx_100871,tx_100732
tx_100871,tx_100505
tx_100872,tx_100099
tx_100872,tx_100494
tx_100873,tx_100666
tx_100873,tx_100111
tx_100873,tx_100503
tx_100874,tx_100767
tx_100874,tx_100837
tx_100875,tx_100175
tx_100875,tx_100289
tx_100876,tx_100810
tx_100876,tx_100014
tx_100876,tx_100336
tx_100877,tx_100905
tx_100877,tx_100774
tx_100877,tx_100081
tx_100878,tx_100445
tx_100879,tx_100952
tx_100880,tx_100849
tx_100880,tx_100351
tx_100880,tx_100086
tx_100881,tx_100693
tx_100881,tx_100668
tx_100882,tx_100567
tx_100882,tx_100616
tx_100882,tx_100812
tx_100883,tx_100111
tx_100884,tx_100477
tx_100885,tx_100158
tx_100885,tx_100133
tx_100885,tx_100916
tx_100886,tx_100497
tx_100887,tx_100638
tx_100888,tx_100287
tx_100889,tx_100800
tx_100890,tx_100052
tx_100890,tx_100327
tx_100890,tx_100002
tx_100891,tx_100447
tx_100891,tx_100007
tx_100891,tx_100111
tx_100892,tx_100827
tx_100892,tx_100570
tx_100893,tx_100770
tx_100893,tx_100595
tx_100894,tx_100261
tx_100894,tx_100808
tx_100895,tx_100813
tx_100895,tx_100054
tx_100896,tx_100469
tx_100896,tx_100754
tx_100897,tx_100154
tx_100897,tx_100138
tx_100897,tx_100722
tx_100898,tx_100829
tx_100898,tx_100900
tx_100899,tx_100806
tx_100900,tx_100021
tx_100900,tx_100654
tx_100901,tx_100434
tx_100901,tx_100023
tx_100901,tx_100907
tx_100902,tx_100741
tx_100903,tx_100438
tx_100904,tx_100868
tx_100904,tx_100621
tx_100904,tx_100538
tx_100905,tx_100550
tx_100906,tx_100285
tx_100906,tx_100632
tx_100906,tx_100967
tx_100907,tx_100023
tx_100908,tx_100881
tx_100908,tx_100017
tx_100909,tx_100819
tx_100909,tx_100052
tx_100909,tx_100125
tx_100910,tx_100153
tx_100910,tx_100419
tx_100911,tx_100967
tx_100911,tx_100015
tx_100911,tx_100598
tx_100912,tx_100225
tx_100913,tx_100769
tx_100913,tx_100721
tx_100914,tx_100240
tx_100914,tx_100864
tx_100915,tx_100737
tx_100916,tx_100443
tx_100916,tx_100526
tx_100917,tx_100210
tx_100917,tx_100310
tx_100918,tx_100173
tx_100918,tx_100666
tx_100919,tx_100694
tx_100920,tx_100819
tx_100920,tx_100587
tx_100921,tx_100099
tx_100921,tx_100406
tx_100922,tx_100616
tx_100923,tx_100832
tx_100923,tx_100351
tx_100923,tx_100541
tx_100924,tx_100509
tx_100925,tx_100268
tx_100925,tx_100819
tx_100926,tx_100967
tx_100926,tx_100573
tx_100927,tx_100055
tx_100927,tx_100884
tx_100928,tx_100132
tx_100928,tx_100060
tx_100928,tx_100434
tx_100929,tx_100330
tx_100929,tx_100435
tx_100930,tx_100302
tx_100931,tx_100087
tx_100931,tx_100693
tx_100931,tx_100718
tx_100932,tx_100847
tx_100932,tx_100492
tx_100932,tx_100124
tx_100933,tx_100625
tx_100933,tx_100936
tx_100933,tx_100626
tx_100934,tx_100637
tx_100934,tx_100260
tx_100934,tx_100239
tx_100935,tx_100280
tx_100935,tx_100879
tx_100936,tx_100216
tx_100937,tx_100766
tx_100937,tx_100779
tx_100938,tx_100263
tx_100939,tx_100963
tx_100939,tx_100443
tx_100939,tx_100082
tx_100940,tx_100705
tx_100940,tx_100417
tx_100941,tx_100809
tx_100941,tx_100736
tx_100942,tx_100799
tx_100942,tx_100015
tx_100943,tx_100474
tx_100944,tx_100268
tx_100945,tx_100113
tx_100945,tx_100775
tx_100945,tx_100634
tx_100946,tx_100459
tx_100946,tx_100641
tx_100946,tx_100299
tx_100947,tx_100515
tx_100947,tx_100264
tx_100948,tx_100866
tx_100948,tx_100407
tx_100949,tx_100621
tx_100949,tx_100399
tx_100950,tx_100882
tx_100951,tx_100433
tx_100951,tx_100661
tx_100951,tx_100394
tx_100952,tx_100858
tx_100953,tx_100022
tx_100953,tx_100569
tx_100953,tx_100430
tx_100954,tx_100749
tx_100954,tx_100879
tx_100954,tx_100150
tx_100955,tx_100623
tx_100956,tx_100067
tx_100956,tx_100843
tx_100957,tx_100208
tx_100958,tx_100310
tx_100958,tx_100978
tx_100958,tx_100341
tx_100959,tx_100726
tx_100959,tx_100430
tx_100960,tx_100063
tx_100960,tx_100896
tx_100960,tx_100370
tx_100961,tx_100654
tx_100961,tx_100064
tx_100962,tx_100067
tx_100962,tx_100841
tx_100962,tx_100262
tx_100963,tx_100643
tx_100963,tx_100686
tx_100963,tx_100658
tx_100964,tx_100586
tx_100965,tx_100324
tx_100965,tx_100505
tx_100965,tx_100690
tx_100966,tx_100821
tx_100967,tx_100066
tx_100967,tx_100022
tx_100967,tx_100172
tx_100968,tx_100190
tx_100968,tx_100220
tx_100969,tx_100470
tx_100970,tx_100986
tx_100971,tx_100301
tx_100971,tx_100924
tx_100971,tx_100620
tx_100972,tx_100478
tx_100972,tx_100604
tx_100973,tx_100900
tx_100973,tx_100692
tx_100973,tx_100785
tx_100974,tx_100214
tx_100974,tx_100168
tx_100975,tx_100509
tx_100975,tx_100543
tx_100976,tx_100531
tx_100976,tx_100572
tx_100976,tx_100618
tx_100977,tx_100776
tx_100978,tx_100957
tx_100978,tx_100962
tx_100979,tx_100179
tx_100980,tx_100847
tx_100981,tx_100390
tx_100982,tx_100822
tx_100983,tx_100864
tx_100983,tx_100206
tx_100983,tx_100820
tx_100984,tx_100973
tx_100985,tx_100935
tx_100985,tx_100132
tx_100985,tx_100280
tx_100986,tx_100196
tx_100987,tx_100444
tx_100987,tx_100928
tx_100988,tx_100520
tx_100989,tx_100323
tx_100990,tx_100528
tx_100990,tx_100030
tx_100990,tx_100637
tx_100991,tx_100313
tx_100991,tx_100186
tx_100992,tx_100132
tx_100992,tx_100728
tx_100992,tx_100291
tx_100993,tx_100896
tx_100993,tx_100869
tx_100993,tx_100587
tx_100994,tx_100616
tx_100994,tx_100368
tx_100994,tx_100733
tx_100995,tx_100283
tx_100996,tx_100229
tx_100997,tx_100435
tx_100997,tx_100084
tx_100998,tx_100884
tx_100998,tx_100004
tx_100999,tx_100235
tx_100999,tx_100375
tx_100999,tx_100415
